Title,Artist,Genre,Decade,Duration
Viva La Vida 3902,MAGIC,Indie,1990,3.6
Someone Like You 3903,ABBA,Electronic,1980,4.7
Shape of You 3904,Adele,Reggae,1980,4.9
Someone Like You 3905,Beyoncé,Indie,2000,5.3
Bohemian Rhapsody 3906,Adele,Jazz,2020,3.6
Blinding Lights 3907,MAGIC,Pop,1980,3.7
Hotel California 3908,MAGIC,Hip-Hop,1970,4.3
Rude 3909,Taylor Swift,Hip-Hop,1970,3.5
Perfect 3910,MAGIC,Pop,2010,5.0
Viva La Vida 3911,Ed Sheeran,Jazz,1990,3.4
Mamma Mia 3912,The Beatles,Jazz,2020,5.4
Bohemian Rhapsody 3913,Beyoncé,Classical,2020,4.6
Rude 3914,MAGIC,Indie,1970,3.2
Shape of You 3915,Adele,Reggae,1990,3.2
Halo 3916,Adele,Classical,2000,3.3
Shape of You 3917,Ed Sheeran,Indie,2020,4.0
Someone Like You 3918,The Beatles,Indie,2010,5.4
Shape of You 3919,Coldplay,Indie,1970,3.6
Bohemian Rhapsody 3920,Beyoncé,Jazz,1980,4.3
Shape of You 3921,Adele,Rock,2020,4.9
Rude 3922,The Beatles,Rock,2010,2.5
Someone Like You 3923,Ed Sheeran,Reggae,1990,4.5
Perfect 3924,Adele,Country,1990,2.5
Blinding Lights 3925,MAGIC,R&B,2000,4.5
Perfect 3926,MAGIC,Reggae,1990,4.3
Halo 3927,The Beatles,Jazz,2000,4.5
Hotel California 3928,Drake,R&B,2010,2.5
Hotel California 3929,Drake,Country,2000,5.0
Mamma Mia 3930,Eminem,Electronic,2020,2.9
Perfect 3931,ABBA,Indie,2010,5.2
Hotel California 3932,Adele,Pop,1990,3.4
Bohemian Rhapsody 3933,Ed Sheeran,Hip-Hop,1990,2.7
Bohemian Rhapsody 3934,Adele,Reggae,2010,3.5
Shape of You 3935,Taylor Swift,Jazz,2000,3.5
Halo 3936,Ed Sheeran,R&B,1980,4.4
Someone Like You 3937,Beyoncé,Rock,2000,3.7
Bohemian Rhapsody 3938,Beyoncé,Electronic,1980,3.2
Rude 3939,Eminem,Pop,2020,4.3
Perfect 3940,Drake,Electronic,2000,5.3
Rude 3941,Adele,Reggae,2000,5.4
Perfect 3942,Drake,Rock,1980,4.4
Viva La Vida 3943,Coldplay,Pop,2020,5.0
Bohemian Rhapsody 3944,ABBA,Reggae,1980,3.3
Halo 3945,The Beatles,Rock,2010,3.4
Hotel California 3946,Ed Sheeran,Country,1980,2.7
Someone Like You 3947,Taylor Swift,Country,2000,5.1
Someone Like You 3948,Eminem,Hip-Hop,2010,2.6
Perfect 3949,MAGIC,Hip-Hop,2000,5.4
Rude 3950,Eminem,Classical,2010,5.4
Shape of You 3951,ABBA,Country,1980,4.9
Rude 3952,Adele,R&B,1990,3.3
Mamma Mia 3953,Drake,R&B,2010,3.3
Shape of You 3954,MAGIC,R&B,2020,5.3
Viva La Vida 3955,Drake,Hip-Hop,2010,3.5
Bohemian Rhapsody 3956,MAGIC,Classical,2010,5.4
Rude 3957,Drake,Indie,1980,4.2
Mamma Mia 3958,ABBA,Pop,1970,4.7
Bohemian Rhapsody 3959,MAGIC,Country,2000,2.9
Rude 3960,Drake,Reggae,1970,3.6
Someone Like You 3961,Adele,Jazz,2010,4.3
Halo 3962,ABBA,Electronic,1980,3.8
Rude 3963,The Beatles,Electronic,2000,4.6
Hotel California 3964,The Beatles,Indie,2000,3.3
Hotel California 3965,MAGIC,Pop,1980,4.4
Rude 3966,MAGIC,R&B,1970,5.5
Someone Like You 3967,The Beatles,Pop,2010,3.1
Halo 3968,ABBA,Pop,1980,5.4
Rude 3969,The Beatles,Reggae,2020,2.9
Shape of You 3970,Eminem,Jazz,1970,3.7
Viva La Vida 3971,Drake,Jazz,1970,3.8
Blinding Lights 3972,ABBA,Classical,2020,5.4
Bohemian Rhapsody 3973,The Beatles,Country,2010,2.7
Viva La Vida 3974,Drake,Pop,1980,3.4
Hotel California 3975,Taylor Swift,Hip-Hop,2000,4.1
Hotel California 3976,Taylor Swift,Reggae,1980,2.8
Viva La Vida 3977,Eminem,Classical,2000,3.4
Viva La Vida 3978,The Beatles,Jazz,2000,4.1
Halo 3979,Taylor Swift,Electronic,1990,3.7
Hotel California 3980,ABBA,Electronic,2000,3.1
Mamma Mia 3981,Eminem,Electronic,1970,3.9
Blinding Lights 3982,Coldplay,Rock,2010,5.3
Halo 3983,The Beatles,Country,2010,5.4
Blinding Lights 3984,Beyoncé,Indie,2000,3.9
Hotel California 3985,Ed Sheeran,R&B,2010,4.5
Hotel California 3986,Drake,Jazz,1990,3.7
Bohemian Rhapsody 3987,Beyoncé,R&B,1980,5.4
Hotel California 3988,ABBA,Reggae,1970,5.3
Perfect 3989,Taylor Swift,Electronic,1980,4.4
Someone Like You 3990,MAGIC,R&B,1970,3.1
Rude 3991,Adele,Country,1970,5.3
Mamma Mia 3992,Coldplay,Electronic,2020,4.6
Bohemian Rhapsody 3993,Adele,Hip-Hop,1990,2.8
Someone Like You 3994,Eminem,Indie,2000,4.4
Mamma Mia 3995,The Beatles,Reggae,2020,3.5
Bohemian Rhapsody 3996,Ed Sheeran,Pop,2010,5.5
Bohemian Rhapsody 3997,Eminem,Hip-Hop,2000,4.2
Bohemian Rhapsody 3998,Coldplay,Reggae,2020,4.0
Someone Like You 3999,Eminem,Rock,1980,5.2
Viva La Vida 4000,MAGIC,Electronic,2020,4.1
Perfect 4001,MAGIC,Country,2020,3.7
Halo 4002,MAGIC,Pop,1980,4.1
Viva La Vida 4003,Beyoncé,Electronic,1970,3.6
Rude 4004,MAGIC,Electronic,2000,5.5
Hotel California 4005,Adele,Electronic,1990,2.7
Mamma Mia 4006,MAGIC,Hip-Hop,1980,3.2
Rude 4007,Drake,Country,2010,3.5
Someone Like You 4008,Taylor Swift,Classical,1980,4.4
Shape of You 4009,MAGIC,Hip-Hop,2000,2.8
Mamma Mia 4010,Ed Sheeran,Jazz,2000,4.9
Mamma Mia 4011,The Beatles,Electronic,1970,2.8
Shape of You 4012,Taylor Swift,Indie,2010,5.2
Rude 4013,Adele,Jazz,2000,3.4
Shape of You 4014,Adele,Hip-Hop,2000,3.8
Someone Like You 4015,Drake,Rock,1990,4.0
Viva La Vida 4016,Drake,Jazz,2020,5.5
Bohemian Rhapsody 4017,Coldplay,Electronic,2020,4.0
Bohemian Rhapsody 4018,Taylor Swift,Classical,2000,5.0
Halo 4019,Drake,Hip-Hop,2010,2.5
Mamma Mia 4020,Eminem,Reggae,2020,3.1
Shape of You 4021,The Beatles,Indie,1980,5.1
Perfect 4022,MAGIC,Pop,2020,4.8
Mamma Mia 4023,Drake,Pop,2010,4.0
Viva La Vida 4024,ABBA,Rock,2010,4.5
Shape of You 4025,Eminem,R&B,2000,4.9
Bohemian Rhapsody 4026,Eminem,Rock,2000,4.9
Viva La Vida 4027,The Beatles,Reggae,2000,4.4
Blinding Lights 4028,Eminem,Electronic,1970,4.9
Someone Like You 4029,Taylor Swift,Electronic,2000,4.9
Blinding Lights 4030,Drake,Reggae,1980,2.9
Hotel California 4031,ABBA,Pop,2010,2.6
Blinding Lights 4032,Drake,Pop,1990,5.0
Halo 4033,Adele,Hip-Hop,2020,5.5
Bohemian Rhapsody 4034,MAGIC,Rock,2020,3.2
Bohemian Rhapsody 4035,Adele,Electronic,1980,2.5
Rude 4036,Ed Sheeran,Rock,2010,3.8
Blinding Lights 4037,Coldplay,Electronic,2010,4.2
Viva La Vida 4038,Eminem,Jazz,2000,4.7
Bohemian Rhapsody 4039,Drake,Country,2010,4.8
Mamma Mia 4040,Adele,Hip-Hop,1990,2.9
Mamma Mia 4041,Beyoncé,Indie,2000,2.8
Rude 4042,Adele,Country,1990,3.8
Blinding Lights 4043,Drake,Country,2010,3.8
Someone Like You 4044,Ed Sheeran,Electronic,2020,3.2
Blinding Lights 4045,Eminem,R&B,1980,4.9
Viva La Vida 4046,Coldplay,Jazz,2010,3.6
Hotel California 4047,The Beatles,Electronic,1970,4.8
Blinding Lights 4048,Beyoncé,Pop,2010,5.4
Mamma Mia 4049,Ed Sheeran,R&B,1980,4.4
Someone Like You 4050,Beyoncé,Rock,2000,5.4
Hotel California 4051,MAGIC,Reggae,1990,4.8
Rude 4052,Beyoncé,Classical,1990,3.5
Halo 4053,Drake,Rock,1990,4.2
Rude 4054,The Beatles,Rock,2000,4.7
Someone Like You 4055,Beyoncé,Reggae,1980,4.9
Viva La Vida 4056,Adele,Indie,2020,4.9
Bohemian Rhapsody 4057,Ed Sheeran,Rock,2020,5.4
Bohemian Rhapsody 4058,Ed Sheeran,Pop,2000,5.4
Hotel California 4059,Ed Sheeran,Classical,1970,3.6
Hotel California 4060,Coldplay,Indie,2010,2.5
Bohemian Rhapsody 4061,Beyoncé,Reggae,1970,2.9
Rude 4062,Taylor Swift,R&B,2010,3.0
Hotel California 4063,Coldplay,Pop,1970,3.0
Blinding Lights 4064,Adele,Classical,2010,3.6
Rude 4065,Adele,Country,1970,2.8
Halo 4066,ABBA,R&B,2020,3.1
Mamma Mia 4067,MAGIC,Rock,1970,3.1
Perfect 4068,Drake,Jazz,1970,2.6
Shape of You 4069,Eminem,Indie,1990,4.1
Perfect 4070,Coldplay,Pop,2020,5.4
Perfect 4071,Adele,Electronic,1970,3.5
Mamma Mia 4072,MAGIC,R&B,1990,3.9
Blinding Lights 4073,Eminem,Reggae,2020,4.1
Viva La Vida 4074,Taylor Swift,Country,1980,4.8
Halo 4075,Drake,Classical,1980,4.5
Hotel California 4076,Adele,Indie,2000,4.6
Shape of You 4077,MAGIC,Jazz,2020,5.4
Hotel California 4078,Coldplay,Country,2000,5.3
Blinding Lights 4079,MAGIC,Electronic,1980,4.8
Halo 4080,Drake,Indie,2000,4.8
Halo 4081,Adele,Classical,2000,3.3
Halo 4082,Ed Sheeran,Electronic,1980,4.3
Blinding Lights 4083,Drake,Electronic,2010,5.4
Someone Like You 4084,Taylor Swift,Hip-Hop,2020,5.1
Hotel California 4085,Adele,Country,2010,4.3
Viva La Vida 4086,Adele,Country,1980,3.1
Mamma Mia 4087,Eminem,Indie,1970,4.1
Shape of You 4088,ABBA,Indie,1980,3.2
Hotel California 4089,ABBA,Electronic,1980,4.8
Perfect 4090,Drake,Jazz,1980,4.4
Perfect 4091,Adele,Reggae,1970,5.2
Halo 4092,Ed Sheeran,Electronic,2010,3.6
Perfect 4093,Coldplay,Pop,2000,2.7
Blinding Lights 4094,Ed Sheeran,Rock,2000,5.1
Mamma Mia 4095,Ed Sheeran,R&B,2000,4.0
Bohemian Rhapsody 4096,ABBA,Reggae,2010,4.1
Bohemian Rhapsody 4097,Eminem,Electronic,2010,5.3
Someone Like You 4098,MAGIC,Country,2000,2.6
Blinding Lights 4099,Drake,Hip-Hop,2020,3.4
Hotel California 4100,Beyoncé,R&B,1980,3.6
Halo 4101,Beyoncé,Pop,1990,5.0
Rude 4102,MAGIC,Electronic,1990,3.5
Someone Like You 4103,Ed Sheeran,Reggae,2020,4.2
Hotel California 4104,The Beatles,Country,1990,4.5
Perfect 4105,Drake,Country,2000,3.2
Bohemian Rhapsody 4106,The Beatles,Hip-Hop,1980,3.7
Rude 4107,MAGIC,Reggae,2010,3.4
Bohemian Rhapsody 4108,Drake,Classical,1980,3.9
Rude 4109,ABBA,Reggae,1990,4.1
Someone Like You 4110,Coldplay,Rock,1980,4.4
Blinding Lights 4111,Beyoncé,Classical,2000,3.5
Bohemian Rhapsody 4112,Coldplay,Rock,1990,4.5
Rude 4113,ABBA,Pop,2020,4.8
Hotel California 4114,MAGIC,Pop,2010,2.7
Mamma Mia 4115,Ed Sheeran,Hip-Hop,2020,2.9
Hotel California 4116,Beyoncé,Electronic,1970,5.3
Rude 4117,Eminem,Pop,1990,5.1
Mamma Mia 4118,Ed Sheeran,Reggae,1970,4.4
Someone Like You 4119,Ed Sheeran,R&B,1980,2.5
Halo 4120,Adele,Rock,2010,4.1
Blinding Lights 4121,Coldplay,R&B,1990,4.2
Blinding Lights 4122,ABBA,Hip-Hop,1980,4.8
Halo 4123,Ed Sheeran,Pop,2010,3.5
Halo 4124,ABBA,Pop,2020,3.5
Mamma Mia 4125,Eminem,Electronic,1980,2.7
Shape of You 4126,The Beatles,Classical,2000,3.7
Hotel California 4127,Adele,R&B,2010,4.9
Rude 4128,MAGIC,Rock,1980,4.6
Rude 4129,Drake,Country,1970,3.9
Perfect 4130,Taylor Swift,Indie,1970,2.6
Mamma Mia 4131,Drake,Jazz,1980,3.3
Shape of You 4132,The Beatles,Hip-Hop,2020,5.2
Shape of You 4133,Eminem,Classical,2020,4.7
Bohemian Rhapsody 4134,MAGIC,Indie,2000,4.8
Viva La Vida 4135,MAGIC,Jazz,2010,5.1
Shape of You 4136,Eminem,Classical,2000,3.3
Hotel California 4137,Adele,Electronic,2020,5.5
Rude 4138,Taylor Swift,Rock,1980,2.6
Rude 4139,Ed Sheeran,Jazz,2000,3.1
Shape of You 4140,Drake,Rock,2010,3.9
Blinding Lights 4141,ABBA,Country,2000,5.1
Perfect 4142,Beyoncé,Indie,2020,5.1
Halo 4143,ABBA,Jazz,2000,5.3
Mamma Mia 4144,Adele,Electronic,2010,5.4
Perfect 4145,ABBA,Country,2010,3.2
Perfect 4146,ABBA,Classical,1990,2.6
Shape of You 4147,The Beatles,Rock,2020,4.4
Blinding Lights 4148,Taylor Swift,Jazz,2000,3.6
Bohemian Rhapsody 4149,Eminem,Hip-Hop,2010,3.2
Viva La Vida 4150,Eminem,Hip-Hop,1990,4.1
Mamma Mia 4151,Drake,Reggae,1980,5.5
Shape of You 4152,Drake,Classical,2020,4.1
Shape of You 4153,Coldplay,Reggae,1990,2.7
Halo 4154,MAGIC,Rock,1970,5.1
Perfect 4155,Eminem,Country,1980,4.7
Halo 4156,Taylor Swift,Indie,2010,3.1
Halo 4157,The Beatles,Country,2020,5.2
Bohemian Rhapsody 4158,Taylor Swift,Reggae,1980,2.7
Blinding Lights 4159,ABBA,Pop,2010,2.6
Halo 4160,Drake,Pop,2010,3.4
Halo 4161,Ed Sheeran,Jazz,1980,5.2
Mamma Mia 4162,Ed Sheeran,Hip-Hop,2020,5.2
Bohemian Rhapsody 4163,Adele,Classical,1980,2.7
Perfect 4164,Drake,Pop,1980,4.6
Hotel California 4165,MAGIC,Electronic,2000,4.6
Viva La Vida 4166,Taylor Swift,Jazz,2000,5.2
Halo 4167,Drake,Country,1970,5.0
Someone Like You 4168,ABBA,Rock,2000,5.0
Mamma Mia 4169,Beyoncé,Jazz,2020,4.5
Bohemian Rhapsody 4170,Adele,Jazz,1990,4.0
Shape of You 4171,Adele,Jazz,2000,3.7
Someone Like You 4172,Adele,Rock,1990,2.7
Someone Like You 4173,Beyoncé,Hip-Hop,1980,3.6
Hotel California 4174,Eminem,Hip-Hop,1990,4.3
Hotel California 4175,Eminem,Indie,2020,5.1
Perfect 4176,ABBA,Jazz,2010,3.7
Mamma Mia 4177,Taylor Swift,Electronic,2020,4.3
Someone Like You 4178,Coldplay,R&B,1970,5.4
Blinding Lights 4179,Adele,R&B,2010,3.1
Viva La Vida 4180,Drake,Electronic,1990,4.7
Someone Like You 4181,Ed Sheeran,Reggae,1990,3.6
Rude 4182,The Beatles,Indie,1990,5.0
Mamma Mia 4183,Adele,Country,2000,2.9
Viva La Vida 4184,Coldplay,Hip-Hop,1980,3.7
Mamma Mia 4185,Adele,Hip-Hop,1980,3.3
Halo 4186,Eminem,Hip-Hop,2020,4.2
Viva La Vida 4187,ABBA,Rock,2020,4.7
Halo 4188,MAGIC,Hip-Hop,2020,4.2
Viva La Vida 4189,Drake,Jazz,1980,4.6
Bohemian Rhapsody 4190,Eminem,R&B,1980,4.7
Viva La Vida 4191,Coldplay,Jazz,1980,2.9
Perfect 4192,MAGIC,Classical,2010,3.0
Blinding Lights 4193,MAGIC,Country,1990,5.3
Someone Like You 4194,Eminem,Rock,2010,5.5
Hotel California 4195,Ed Sheeran,Electronic,1970,4.1
Halo 4196,Eminem,Indie,2020,2.6
Someone Like You 4197,Ed Sheeran,Electronic,1980,5.2
Someone Like You 4198,The Beatles,Hip-Hop,1970,4.3
Bohemian Rhapsody 4199,ABBA,Classical,2000,4.1
Someone Like You 4200,ABBA,Country,1970,4.4
Perfect 4201,Coldplay,Classical,1980,4.3
Hotel California 4202,Adele,R&B,2020,3.8
Perfect 4203,Adele,Indie,1970,4.5
Shape of You 4204,Beyoncé,Country,1970,3.6
Perfect 4205,Beyoncé,R&B,1990,4.2
Blinding Lights 4206,Ed Sheeran,Pop,1970,3.3
Perfect 4207,Taylor Swift,Reggae,1970,2.6
Perfect 4208,Beyoncé,Reggae,1970,4.2
Halo 4209,Beyoncé,Reggae,2010,4.4
Mamma Mia 4210,ABBA,Indie,2000,5.1
Perfect 4211,ABBA,Reggae,1970,2.8
Blinding Lights 4212,Coldplay,Jazz,2010,3.8
Shape of You 4213,Drake,Electronic,2020,3.4
Mamma Mia 4214,Drake,R&B,1990,3.8
Rude 4215,Coldplay,Rock,2010,2.9
Halo 4216,Beyoncé,Hip-Hop,1980,2.6
Halo 4217,Beyoncé,R&B,1970,3.5
Perfect 4218,Adele,R&B,1980,3.9
Viva La Vida 4219,MAGIC,Electronic,2000,3.3
Halo 4220,Adele,Classical,2000,5.4
Bohemian Rhapsody 4221,Drake,Jazz,2020,4.3
Rude 4222,Beyoncé,Jazz,2020,5.3
Hotel California 4223,Adele,Jazz,1980,4.7
Perfect 4224,Taylor Swift,R&B,2000,2.6
Bohemian Rhapsody 4225,Beyoncé,R&B,1990,2.9
Blinding Lights 4226,Taylor Swift,Electronic,1990,4.3
Rude 4227,Adele,Hip-Hop,1970,3.0
Halo 4228,ABBA,Country,2020,4.2
Shape of You 4229,Taylor Swift,Rock,2020,5.5
Blinding Lights 4230,Coldplay,Indie,1990,4.3
Bohemian Rhapsody 4231,Taylor Swift,Rock,1980,3.7
Mamma Mia 4232,Eminem,Pop,1980,2.7
Someone Like You 4233,Ed Sheeran,Indie,2020,3.8
Rude 4234,Beyoncé,Classical,1970,3.3
Someone Like You 4235,Taylor Swift,Electronic,1990,4.6
Mamma Mia 4236,Coldplay,Reggae,1990,5.1
Mamma Mia 4237,MAGIC,Pop,2020,3.9
Rude 4238,The Beatles,Reggae,1980,2.6
Hotel California 4239,Eminem,Classical,2020,4.0
Rude 4240,Beyoncé,Reggae,1990,2.6
Shape of You 4241,Taylor Swift,Indie,2020,2.7
Viva La Vida 4242,Coldplay,Classical,1990,2.9
Rude 4243,Adele,Classical,1970,4.6
Bohemian Rhapsody 4244,Ed Sheeran,R&B,2010,4.5
Bohemian Rhapsody 4245,ABBA,Classical,1980,3.8
Viva La Vida 4246,Beyoncé,Jazz,2000,5.2
Mamma Mia 4247,Adele,Country,1970,3.2
Someone Like You 4248,MAGIC,Country,2020,4.8
Someone Like You 4249,Drake,R&B,1990,4.9
Mamma Mia 4250,Eminem,Hip-Hop,1990,4.2
Bohemian Rhapsody 4251,Drake,Indie,2020,4.3
Halo 4252,Drake,Pop,1970,5.1
Halo 4253,Eminem,R&B,2000,3.3
Rude 4254,The Beatles,Electronic,1990,4.3
Bohemian Rhapsody 4255,Adele,Reggae,2000,2.7
Shape of You 4256,Coldplay,Electronic,2010,3.7
Hotel California 4257,Eminem,Classical,2010,2.5
Shape of You 4258,Coldplay,Indie,2000,2.7
Rude 4259,Ed Sheeran,Hip-Hop,1980,4.6
Someone Like You 4260,Coldplay,Rock,1990,4.1
Someone Like You 4261,Beyoncé,Indie,2020,4.4
Rude 4262,Coldplay,Reggae,1990,4.0
Viva La Vida 4263,Adele,Country,2010,5.0
Perfect 4264,Drake,Rock,2000,3.2
Rude 4265,Coldplay,Reggae,1970,2.6
Viva La Vida 4266,Taylor Swift,Country,1990,4.8
Perfect 4267,The Beatles,Rock,2020,3.3
Perfect 4268,Adele,Electronic,2010,4.3
Shape of You 4269,Taylor Swift,Electronic,1990,3.9
Shape of You 4270,Eminem,Pop,2010,4.6
Shape of You 4271,The Beatles,Electronic,1970,4.7
Halo 4272,The Beatles,Jazz,1990,5.2
Rude 4273,MAGIC,Rock,2010,3.5
Halo 4274,Eminem,Rock,2010,4.8
Rude 4275,ABBA,Country,1970,3.4
Bohemian Rhapsody 4276,Coldplay,Indie,2020,3.7
Viva La Vida 4277,Coldplay,Indie,1970,4.7
Bohemian Rhapsody 4278,Drake,Pop,1990,5.1
Perfect 4279,Drake,Country,2000,3.9
Someone Like You 4280,Adele,Electronic,2010,5.3
Perfect 4281,Eminem,Classical,2010,5.2
Perfect 4282,Drake,Pop,1990,5.5
Hotel California 4283,MAGIC,Country,1980,2.9
Someone Like You 4284,Eminem,R&B,1980,3.0
Perfect 4285,The Beatles,Indie,2010,3.1
Hotel California 4286,ABBA,Reggae,1970,4.3
Blinding Lights 4287,The Beatles,Jazz,2010,3.5
Viva La Vida 4288,Coldplay,Reggae,1990,2.8
Perfect 4289,ABBA,Country,1990,4.2
Hotel California 4290,ABBA,Indie,2000,4.1
Shape of You 4291,Ed Sheeran,Electronic,1970,4.2
Someone Like You 4292,The Beatles,Indie,1980,2.7
Shape of You 4293,Ed Sheeran,Classical,2000,4.0
Shape of You 4294,The Beatles,Indie,1980,2.6
Someone Like You 4295,Adele,Electronic,1970,4.8
Rude 4296,Ed Sheeran,Electronic,2020,5.2
Blinding Lights 4297,Coldplay,Rock,1990,3.1
Rude 4298,Adele,Jazz,2010,5.1
Bohemian Rhapsody 4299,Drake,Jazz,1990,4.2
Someone Like You 4300,Coldplay,Hip-Hop,2000,2.8
Shape of You 4301,MAGIC,Hip-Hop,2000,4.6
Blinding Lights 4302,Taylor Swift,Rock,2010,2.8
Blinding Lights 4303,Ed Sheeran,Country,2000,3.9
Viva La Vida 4304,Taylor Swift,Country,1990,3.6
Halo 4305,MAGIC,Classical,2010,3.2
Mamma Mia 4306,Adele,Pop,2000,4.5
Halo 4307,The Beatles,Jazz,1990,4.1
Someone Like You 4308,Coldplay,Rock,2000,3.0
Viva La Vida 4309,ABBA,Country,2010,5.1
Someone Like You 4310,Drake,Electronic,2020,3.0
Blinding Lights 4311,Taylor Swift,Rock,2020,3.9
Blinding Lights 4312,Ed Sheeran,Country,1990,4.2
Perfect 4313,The Beatles,R&B,1990,3.3
Perfect 4314,Eminem,Pop,1970,5.0
Perfect 4315,Drake,Reggae,1970,2.7
Perfect 4316,Adele,Rock,1970,2.9
Perfect 4317,Taylor Swift,Electronic,1980,4.1
Hotel California 4318,ABBA,Jazz,1970,4.7
Someone Like You 4319,Drake,R&B,1990,5.2
Rude 4320,Beyoncé,Jazz,1990,3.8
Bohemian Rhapsody 4321,Coldplay,Electronic,1990,5.5
Someone Like You 4322,The Beatles,Electronic,2020,5.1
Rude 4323,Drake,Pop,1990,5.1
Halo 4324,Ed Sheeran,R&B,2010,3.7
Someone Like You 4325,Ed Sheeran,Country,1980,5.0
Someone Like You 4326,Beyoncé,Jazz,2010,3.4
Shape of You 4327,MAGIC,Jazz,2000,3.1
Bohemian Rhapsody 4328,Beyoncé,Jazz,1970,3.2
Blinding Lights 4329,The Beatles,R&B,2000,3.5
Hotel California 4330,Coldplay,Country,2020,3.1
Rude 4331,ABBA,Jazz,2020,2.6
Blinding Lights 4332,The Beatles,R&B,2000,2.7
Mamma Mia 4333,Coldplay,Country,1970,5.0
Blinding Lights 4334,Taylor Swift,Electronic,2000,2.7
Perfect 4335,ABBA,R&B,1970,4.5
Hotel California 4336,Drake,Pop,2010,4.1
Rude 4337,Drake,R&B,2010,3.3
Halo 4338,Ed Sheeran,Reggae,2020,3.9
Halo 4339,Beyoncé,Hip-Hop,2000,2.7
Someone Like You 4340,Drake,Classical,2020,5.4
Blinding Lights 4341,Beyoncé,Country,2010,5.1
Rude 4342,Coldplay,Reggae,2020,3.3
Someone Like You 4343,Coldplay,Rock,2000,3.5
Perfect 4344,Eminem,Country,1970,4.5
Viva La Vida 4345,Beyoncé,Jazz,1980,3.4
Hotel California 4346,The Beatles,Reggae,2000,5.3
Rude 4347,Taylor Swift,Indie,1990,3.8
Shape of You 4348,ABBA,Jazz,2010,4.5
Blinding Lights 4349,Taylor Swift,Country,1970,3.7
Mamma Mia 4350,Taylor Swift,Classical,1970,3.9
Viva La Vida 4351,Ed Sheeran,Rock,2000,3.6
Hotel California 4352,Drake,Indie,1990,4.9
Viva La Vida 4353,ABBA,Electronic,2020,2.9
Rude 4354,Coldplay,Rock,1980,2.6
Mamma Mia 4355,Ed Sheeran,Indie,2020,3.6
Halo 4356,The Beatles,Country,1970,4.8
Halo 4357,MAGIC,Pop,2000,3.1
Blinding Lights 4358,ABBA,Classical,2000,4.1
Hotel California 4359,Beyoncé,Classical,2020,3.5
Mamma Mia 4360,The Beatles,Country,1970,5.4
Bohemian Rhapsody 4361,Beyoncé,Rock,2010,4.0
Shape of You 4362,Ed Sheeran,Rock,1980,3.3
Halo 4363,Coldplay,Jazz,2000,3.3
Bohemian Rhapsody 4364,Taylor Swift,Classical,1970,2.6
Rude 4365,Coldplay,Country,1980,5.3
Bohemian Rhapsody 4366,Beyoncé,Rock,1970,3.9
Someone Like You 4367,Adele,Reggae,2020,3.9
Someone Like You 4368,Adele,Indie,1970,4.3
Rude 4369,Taylor Swift,Indie,1980,2.6
Blinding Lights 4370,MAGIC,Electronic,2010,4.3
Someone Like You 4371,Coldplay,Rock,2000,3.3
Bohemian Rhapsody 4372,Beyoncé,Electronic,2010,3.3
Perfect 4373,Drake,Rock,1980,5.4
Rude 4374,MAGIC,Hip-Hop,1970,3.5
Someone Like You 4375,Beyoncé,Classical,2000,3.0
Bohemian Rhapsody 4376,Adele,Indie,1970,3.7
Perfect 4377,Eminem,Hip-Hop,1970,4.6
Hotel California 4378,Drake,Hip-Hop,2000,3.7
Halo 4379,Ed Sheeran,Country,2010,3.7
Halo 4380,Ed Sheeran,Classical,2000,3.3
Blinding Lights 4381,Adele,Rock,2010,3.6
Perfect 4382,Eminem,Jazz,1990,3.8
Hotel California 4383,Ed Sheeran,Rock,2010,3.2
Rude 4384,ABBA,Electronic,2010,3.3
Bohemian Rhapsody 4385,Eminem,Hip-Hop,2020,4.7
Bohemian Rhapsody 4386,Beyoncé,Electronic,2010,3.1
Hotel California 4387,Eminem,Jazz,1970,3.1
Rude 4388,Coldplay,Jazz,1980,4.6
Hotel California 4389,Coldplay,Electronic,1980,2.6
Perfect 4390,Taylor Swift,Electronic,2010,5.4
Halo 4391,The Beatles,Rock,2000,4.5
Rude 4392,MAGIC,Jazz,1980,4.8
Viva La Vida 4393,Drake,Country,1970,5.4
Perfect 4394,Beyoncé,Country,2020,4.2
Mamma Mia 4395,MAGIC,Reggae,1980,2.8
Blinding Lights 4396,Ed Sheeran,Indie,1990,3.9
Halo 4397,MAGIC,R&B,2000,4.9
Mamma Mia 4398,Drake,Electronic,2010,4.3
Perfect 4399,Ed Sheeran,Electronic,1980,5.2
Someone Like You 4400,Drake,Rock,1990,3.0
Hotel California 4401,ABBA,Classical,2010,4.0
Perfect 4402,Drake,Classical,2000,2.7
Shape of You 4403,The Beatles,Classical,1980,4.1
Hotel California 4404,ABBA,Jazz,2000,3.7
Bohemian Rhapsody 4405,Beyoncé,Pop,2010,4.6
Someone Like You 4406,Coldplay,Indie,2020,2.8
Shape of You 4407,Taylor Swift,Electronic,1980,3.2
Viva La Vida 4408,Taylor Swift,Electronic,1970,3.6
Shape of You 4409,Ed Sheeran,Indie,2010,2.9
Shape of You 4410,Beyoncé,Rock,1990,3.6
Blinding Lights 4411,Coldplay,Classical,2000,3.0
Bohemian Rhapsody 4412,Beyoncé,Indie,2010,4.9
Shape of You 4413,Coldplay,Rock,2010,2.8
Rude 4414,Ed Sheeran,Indie,2020,5.2
Mamma Mia 4415,Adele,Jazz,2010,5.0
